street_address,zip,row,cleaned_address,is_intersection,stnum1,stnum2,stdir,stname,sttype,full_address,lat,long,matched_address,geocoder,m_is_intersection,m_street,m_stnum1,m_stnum2,m_stdir,m_stname,m_sttype,m_zip
106 E CARVER PLZ,60653,395424,106 E CARVER PLZ,FALSE,106,106,E,CARVER,PLZ,"106 E CARVER PLZ, CHICAGO IL 60653",41.827142,-87.622698,"106 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,106 E CARVER PLAZA,106,106,E,CARVER PLAZA,, 60653
108 E CARVER PLZ,60653,395425,108 E CARVER PLZ,FALSE,108,108,E,CARVER,PLZ,"108 E CARVER PLZ, CHICAGO IL 60653",41.827142,-87.622639,"108 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,108 E CARVER PLAZA,108,108,E,CARVER PLAZA,, 60653
48 E CARVER PLZ,60653,396511,48 E CARVER PLZ,FALSE,48,48,E,CARVER,PLZ,"48 E CARVER PLZ, CHICAGO IL 60653",41.827207,-87.624328,"48 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,48 E CARVER PLAZA,48,48,E,CARVER PLAZA,, 60653
50 E CARVER PLZ,60653,396512,50 E CARVER PLZ,FALSE,50,50,E,CARVER,PLZ,"50 E CARVER PLZ, CHICAGO IL 60653",41.827206,-87.624316,"50 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,50 E CARVER PLAZA,50,50,E,CARVER PLAZA,, 60653
56 E CARVER PLZ,60653,396513,56 E CARVER PLZ,FALSE,56,56,E,CARVER,PLZ,"56 E CARVER PLZ, CHICAGO IL 60653",41.827206,-87.624279,"56 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,56 E CARVER PLAZA,56,56,E,CARVER PLAZA,, 60653
60 E CARVER PLZ,60653,396514,60 E CARVER PLZ,FALSE,60,60,E,CARVER,PLZ,"60 E CARVER PLZ, CHICAGO IL 60653",41.827206,-87.624254,"60 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,60 E CARVER PLAZA,60,60,E,CARVER PLAZA,, 60653
66 E CARVER PLZ,60653,396515,66 E CARVER PLZ,FALSE,66,66,E,CARVER,PLZ,"66 E CARVER PLZ, CHICAGO IL 60653",41.827205,-87.624217,"66 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,66 E CARVER PLAZA,66,66,E,CARVER PLAZA,, 60653
68 E CARVER PLZ,60653,396516,68 E CARVER PLZ,FALSE,68,68,E,CARVER,PLZ,"68 E CARVER PLZ, CHICAGO IL 60653",41.827205,-87.624205,"68 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,68 E CARVER PLAZA,68,68,E,CARVER PLAZA,, 60653
70 E CARVER PLZ,60653,396517,70 E CARVER PLZ,FALSE,70,70,E,CARVER,PLZ,"70 E CARVER PLZ, CHICAGO IL 60653",41.827205,-87.624192,"70 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,70 E CARVER PLAZA,70,70,E,CARVER PLAZA,, 60653
54 E CARVER PLZ,60653,399137,54 E CARVER PLZ,FALSE,54,54,E,CARVER,PLZ,"54 E CARVER PLZ, CHICAGO IL 60653",41.827206,-87.624291,"54 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,54 E CARVER PLAZA,54,54,E,CARVER PLAZA,, 60653
62 E CARVER PLZ,60653,399138,62 E CARVER PLZ,FALSE,62,62,E,CARVER,PLZ,"62 E CARVER PLZ, CHICAGO IL 60653",41.827206,-87.624242,"62 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,62 E CARVER PLAZA,62,62,E,CARVER PLAZA,, 60653
74 E CARVER PLZ,60653,399139,74 E CARVER PLZ,FALSE,74,74,E,CARVER,PLZ,"74 E CARVER PLZ, CHICAGO IL 60653",41.827205,-87.624168,"74 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,74 E CARVER PLAZA,74,74,E,CARVER PLAZA,, 60653
114 E CARVER PLZ,60653,400208,114 E CARVER PLZ,FALSE,114,114,E,CARVER,PLZ,"114 E CARVER PLZ, CHICAGO IL 60653",41.827144,-87.622456,"114 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,114 E CARVER PLAZA,114,114,E,CARVER PLAZA,, 60653
104 E CARVER PLZ,60653,400664,104 E CARVER PLZ,FALSE,104,104,E,CARVER,PLZ,"104 E CARVER PLZ, CHICAGO IL 60653",41.827146,-87.622763,"104 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,104 E CARVER PLAZA,104,104,E,CARVER PLAZA,, 60653
110 E CARVER PLZ,60653,400665,110 E CARVER PLZ,FALSE,110,110,E,CARVER,PLZ,"110 E CARVER PLZ, CHICAGO IL 60653",41.827143,-87.62258,"110 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,110 E CARVER PLAZA,110,110,E,CARVER PLAZA,, 60653
112 E CARVER PLZ,60653,400666,112 E CARVER PLZ,FALSE,112,112,E,CARVER,PLZ,"112 E CARVER PLZ, CHICAGO IL 60653",41.827144,-87.622522,"112 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,112 E CARVER PLAZA,112,112,E,CARVER PLAZA,, 60653
46 E CARVER PLZ,60653,403280,46 E CARVER PLZ,FALSE,46,46,E,CARVER,PLZ,"46 E CARVER PLZ, CHICAGO IL 60653",41.827207,-87.62434,"46 E CARVER PLAZA, CHICAGO, IL, 60653",Bing,FALSE,46 E CARVER PLAZA,46,46,E,CARVER PLAZA,, 60653
1455-60 N SANDBURG TER,60610,404533,1455-60 N SANDBURG TER,FALSE,1455,1460,N,SANDBURG,TER,"1455-60 N SANDBURG TER, CHICAGO IL 60610",41.908848,-87.631939,"1455 N SANDBURG TERRACE, CHICAGO, IL, 60610",Bing,FALSE,1455 N SANDBURG TERRACE,1455,1455,N,SANDBURG TERRACE,, 60610
5655 S FILLMORE AVE,60644,405277,5655 S FILLMORE AVE,FALSE,5655,5655,S,FILLMORE,AVE,"5655 S FILLMORE AVE, CHICAGO IL 60644",41.791268,-87.61694,"5655 S CALUMET AVE, CHICAGO, IL, 60637",Bing,FALSE,5655 S CALUMET AVE,5655,5655,S,CALUMET,AVE, 60637
4133 W KENMORE AVE,60646,405941,4133 W KENMORE AVE,FALSE,4133,4133,W,KENMORE,AVE,"4133 W KENMORE AVE, CHICAGO IL 60646",41.99002897,-87.7328109,"4133 W PETERSON AVE, CHICAGO, IL, 60646",Bing,FALSE,4133 W PETERSON AVE,4133,4133,W,PETERSON,AVE, 60646
3040 W 11TH ST,60655,406137,3040 W 11TH ST,FALSE,3040,3040,W,11TH,ST,"3040 W 11TH ST, CHICAGO IL 60655",41.691863,-87.697533,"3040 W 111TH ST, CHICAGO, IL, 60655",Bing,FALSE,3040 W 111TH ST,3040,3040,W,111TH,ST, 60655
855 N LECARIRE AVE,60651,406225,855 N LECARIRE AVE,FALSE,855,855,N,LECARIRE,AVE,"855 N LECARIRE AVE, CHICAGO IL 60651",41.8966459,-87.7528638,"855 N LECLAIRE AVE, CHICAGO, IL, 60651",Bing,FALSE,855 N LECLAIRE AVE,855,855,N,LECLAIRE,AVE, 60651
10 S RIVERSIDE PLZ,60606,416689,10 S RIVERSIDE PLZ,FALSE,10,10,S,RIVERSIDE,PLZ,"10 S RIVERSIDE PLZ, CHICAGO IL 60606",41.8811798,-87.6391283,"10 S RIVERSIDE PLAZA, CHICAGO, IL, 60606-3706",Bing,FALSE,10 S RIVERSIDE PLAZA,10,10,S,RIVERSIDE PLAZA,, 60606
120 S RIVERSIDE PLZ,60606,416690,120 S RIVERSIDE PLZ,FALSE,120,120,S,RIVERSIDE,PLZ,"120 S RIVERSIDE PLZ, CHICAGO IL 60606",41.879986,-87.639084,"120 S RIVERSIDE PLAZA, CHICAGO, IL, 60606-3907",Bing,FALSE,120 S RIVERSIDE PLAZA,120,120,S,RIVERSIDE PLAZA,, 60606
222 S RIVERSIDE PLZ,60606,416691,222 S RIVERSIDE PLZ,FALSE,222,222,S,RIVERSIDE,PLZ,"222 S RIVERSIDE PLZ, CHICAGO IL 60606",41.8789946,-87.6389292,"222 S RIVERSIDE PLAZA, CHICAGO, IL, 60606-5803",Bing,FALSE,222 S RIVERSIDE PLAZA,222,222,S,RIVERSIDE PLAZA,, 60606
222 S RIVERSIDE PLZ,60606,416692,222 S RIVERSIDE PLZ,FALSE,222,222,S,RIVERSIDE,PLZ,"222 S RIVERSIDE PLZ, CHICAGO IL 60606",41.8789946,-87.6389292,"222 S RIVERSIDE PLAZA, CHICAGO, IL, 60606-5803",Bing,FALSE,222 S RIVERSIDE PLAZA,222,222,S,RIVERSIDE PLAZA,, 60606
300 S RIVERSIDE PLZ,60606,417506,300 S RIVERSIDE PLZ,FALSE,300,300,S,RIVERSIDE,PLZ,"300 S RIVERSIDE PLZ, CHICAGO IL 60606",41.8774473,-87.6385112,"300 S RIVERSIDE PLAZA, CHICAGO, IL, 60606-6611",Bing,FALSE,300 S RIVERSIDE PLAZA,300,300,S,RIVERSIDE PLAZA,, 60606
300 S RIVERSIDE PLZ,60606,417507,300 S RIVERSIDE PLZ,FALSE,300,300,S,RIVERSIDE,PLZ,"300 S RIVERSIDE PLZ, CHICAGO IL 60606",41.8774473,-87.6385112,"300 S RIVERSIDE PLAZA, CHICAGO, IL, 60606-6611",Bing,FALSE,300 S RIVERSIDE PLAZA,300,300,S,RIVERSIDE PLAZA,, 60606
4040 S ST LOUIS AVE,60632,420344,4040 S ST LOUIS AVE,FALSE,4040,4040,S,ST LOUIS,AVE,"4040 S ST LOUIS AVE, CHICAGO IL 60632",41.82451775,-87.71184942,"4040 S SAINT LOUIS AVE, CHICAGO, IL, 60632",Bing,FALSE,4040 S SAINT LOUIS AVE,4040,4040,S,SAINT LOUIS,AVE, 60632
5625 W LARCOM AVE,60646,420443,5625 W LARCOM AVE,FALSE,5625,5625,W,LARCOM,AVE,"5625 W LARCOM AVE, CHICAGO IL 60646",41.9971687,-87.75919,"5625 W DEVON AVE, CHICAGO, IL, 60646",Bing,FALSE,5625 W DEVON AVE,5625,5625,W,DEVON,AVE, 60646
1355-60 N SANDBURG TER,60610,421233,1355-60 N SANDBURG TER,FALSE,1355,1360,N,SANDBURG,TER,"1355-60 N SANDBURG TER, CHICAGO IL 60610",41.90706,-87.631903,"1355 N SANDBURG TERRACE, CHICAGO, IL, 60610",Bing,FALSE,1355 N SANDBURG TERRACE,1355,1355,N,SANDBURG TERRACE,, 60610
1355-60 N SANDBURG TER,60610,421234,1355-60 N SANDBURG TER,FALSE,1355,1360,N,SANDBURG,TER,"1355-60 N SANDBURG TER, CHICAGO IL 60610",41.90706,-87.631903,"1355 N SANDBURG TERRACE, CHICAGO, IL, 60610",Bing,FALSE,1355 N SANDBURG TERRACE,1355,1355,N,SANDBURG TERRACE,, 60610
1255 N SANDBURG TER,60610,421243,1255 N SANDBURG TER,FALSE,1255,1255,N,SANDBURG,TER,"1255 N SANDBURG TER, CHICAGO IL 60610",41.905407,-87.631908,"1255 N SANDBURG TERRACE, CHICAGO, IL, 60610",Bing,FALSE,1255 N SANDBURG TERRACE,1255,1255,N,SANDBURG TERRACE,, 60610
1255 N SANDBURG TER,60610,421244,1255 N SANDBURG TER,FALSE,1255,1255,N,SANDBURG,TER,"1255 N SANDBURG TER, CHICAGO IL 60610",41.905407,-87.631908,"1255 N SANDBURG TERRACE, CHICAGO, IL, 60610",Bing,FALSE,1255 N SANDBURG TERRACE,1255,1255,N,SANDBURG TERRACE,, 60610
5625 W LARCOM AVE,60646,422809,5625 W LARCOM AVE,FALSE,5625,5625,W,LARCOM,AVE,"5625 W LARCOM AVE, CHICAGO IL 60646",41.9971687,-87.75919,"5625 W DEVON AVE, CHICAGO, IL, 60646",Bing,FALSE,5625 W DEVON AVE,5625,5625,W,DEVON,AVE, 60646
5801 N RIVER RD,60656,422820,5801 N RIVER RD,FALSE,5801,5801,N,RIVER,RD,"5801 N RIVER RD, CHICAGO IL 60656",41.98726664,-87.84636552,"5801 N EAST RIVER RD, CHICAGO, IL, 60631",Bing,FALSE,5801 N EAST RIVER RD,5801,5801,N,EAST RIVER,RD, 60631
5801 N RIVER RD,60656,422821,5801 N RIVER RD,FALSE,5801,5801,N,RIVER,RD,"5801 N RIVER RD, CHICAGO IL 60656",41.98726664,-87.84636552,"5801 N EAST RIVER RD, CHICAGO, IL, 60631",Bing,FALSE,5801 N EAST RIVER RD,5801,5801,N,EAST RIVER,RD, 60631
4443 W CHICAGO SOUTH AVE,60651,424217,4443 W CHICAGO SOUTH AVE,FALSE,4443,4443,W,CHICAGO SOUTH,AVE,"4443 W CHICAGO SOUTH AVE, CHICAGO IL 60651",41.89512998,-87.73716969,"4443 W CHICAGO AVE, CHICAGO, IL, 60651",Bing,FALSE,4443 W CHICAGO AVE,4443,4443,W,CHICAGO,AVE, 60651
4443 W CHICAGO SOUTH AVE,60651,424218,4443 W CHICAGO SOUTH AVE,FALSE,4443,4443,W,CHICAGO SOUTH,AVE,"4443 W CHICAGO SOUTH AVE, CHICAGO IL 60651",41.89512998,-87.73716969,"4443 W CHICAGO AVE, CHICAGO, IL, 60651",Bing,FALSE,4443 W CHICAGO AVE,4443,4443,W,CHICAGO,AVE, 60651
234 W POLK (BUILDING A,60605,424229,234 W POLK,FALSE,234,234,W,POLK (BUILDING A,,"234 W POLK, CHICAGO IL 60605",41.87220167,-87.63332057,"234 W POLK ST, CHICAGO, IL, 60605",Bing,FALSE,234 W POLK ST,234,234,W,POLK,ST, 60605
234 W POLK (BUILDING A,60605,424230,234 W POLK,FALSE,234,234,W,POLK (BUILDING A,,"234 W POLK, CHICAGO IL 60605",41.87220167,-87.63332057,"234 W POLK ST, CHICAGO, IL, 60605",Bing,FALSE,234 W POLK ST,234,234,W,POLK,ST, 60605
8420 S CIRCULAR DR,60620,424275,8420 S CIRCULAR DR,FALSE,8420,8420,S,CIRCULAR,DR,"8420 S CIRCULAR DR, CHICAGO IL 60620",41.7411851,-87.61472448,"8420 S KING DR, CHICAGO, IL, 60619",Bing,FALSE,8420 S KING DR,8420,8420,S,KING,DR, 60619
11524-26 S FRONT AVE,60628,424313,11524-26 S,FALSE,11524,11526,,S,,"11524-26 S, CHICAGO IL 60628",41.6845278,-87.6255877,"11524 S PERRY AVE, CHICAGO, IL, 60628",Bing,FALSE,11524 S PERRY AVE,11524,11524,S,PERRY,AVE, 60628
7950-1/2 S AVENUE O,60617,425251,7950 S AVENUE O,FALSE,7950,7950,S,AVENUE O,,"7950 S AVENUE O, CHICAGO IL 60617",41.750563,-87.564062,"7950 S ESSEX AVE, CHICAGO, IL, 60617",Bing,FALSE,7950 S ESSEX AVE,7950,7950,S,ESSEX,AVE, 60617
45 E RIVERWALK,60601,432727,45 E RIVERWALK,FALSE,45,45,E,RIVERWALK,,"45 E RIVERWALK, CHICAGO IL 60601",41.88575495,-87.62610046,"45 E LAKE ST, CHICAGO, IL, 60601",Bing,FALSE,45 E LAKE ST,45,45,E,LAKE,ST, 60601
425 E RIVERWALK,60601,432960,425 E RIVERWALK,FALSE,425,425,E,RIVERWALK,,"425 E RIVERWALK, CHICAGO IL 60601",41.88770455,-87.6141659,"E WACKER DR & CHICAGO RIVERWALK, CHICAGO, IL, 60601",Bing,TRUE,E WACKER DR & CHICAGO RIVERWALK,,,E,WACKER DR & CHICAGO RIVERWALK,, 60601
100 N RIVERSIDE PLZ,60606,434345,100 N RIVERSIDE PLZ,FALSE,100,100,N,RIVERSIDE,PLZ,"100 N RIVERSIDE PLZ, CHICAGO IL 60606",41.8838378,-87.6387805,"100 N RIVERSIDE PLAZA, CHICAGO, IL, 60606-1517",Bing,FALSE,100 N RIVERSIDE PLAZA,100,100,N,RIVERSIDE PLAZA,, 60606
100 N RIVERSIDE PLZ,60606,434346,100 N RIVERSIDE PLZ,FALSE,100,100,N,RIVERSIDE,PLZ,"100 N RIVERSIDE PLZ, CHICAGO IL 60606",41.8838378,-87.6387805,"100 N RIVERSIDE PLAZA, CHICAGO, IL, 60606-1517",Bing,FALSE,100 N RIVERSIDE PLAZA,100,100,N,RIVERSIDE PLAZA,, 60606
5247 S KOLIN AVE,60632,455899,5247 S KOLIN AVE,FALSE,5247,5247,S,KOLIN,AVE,"5247 S KOLIN AVE, CHICAGO IL 60632",41.7974076,-87.7156413,"5247 S LAWNDALE AVE, CHICAGO, IL, 60632",Bing,FALSE,5247 S LAWNDALE AVE,5247,5247,S,LAWNDALE,AVE, 60632
4760 N MILWAUKEE  NORTH DOOR AVE,60630,456313,4760 N MILWAUKEE  NORTH DOOR AVE,FALSE,4760,4760,N,MILWAUKEE  NORTH DOOR,AVE,"4760 N MILWAUKEE  NORTH DOOR AVE, CHICAGO IL 60630",41.966936,-87.760363,"4760 N MILWAUKEE AVE, CHICAGO, IL, 60630",Bing,FALSE,4760 N MILWAUKEE AVE,4760,4760,N,MILWAUKEE,AVE, 60630
5625 W LARCOM AVE,60646,459805,5625 W LARCOM AVE,FALSE,5625,5625,W,LARCOM,AVE,"5625 W LARCOM AVE, CHICAGO IL 60646",41.9971687,-87.75919,"5625 W DEVON AVE, CHICAGO, IL, 60646",Bing,FALSE,5625 W DEVON AVE,5625,5625,W,DEVON,AVE, 60646
5625 W LARCOM AVE,60646,459806,5625 W LARCOM AVE,FALSE,5625,5625,W,LARCOM,AVE,"5625 W LARCOM AVE, CHICAGO IL 60646",41.9971687,-87.75919,"5625 W DEVON AVE, CHICAGO, IL, 60646",Bing,FALSE,5625 W DEVON AVE,5625,5625,W,DEVON,AVE, 60646
5801 N RIVER RD,60656,459820,5801 N RIVER RD,FALSE,5801,5801,N,RIVER,RD,"5801 N RIVER RD, CHICAGO IL 60656",41.98726664,-87.84636552,"5801 N EAST RIVER RD, CHICAGO, IL, 60631",Bing,FALSE,5801 N EAST RIVER RD,5801,5801,N,EAST RIVER,RD, 60631
1252 W WESTGATE TER,60607,467676,1252 W WESTGATE TER,FALSE,1252,1252,W,WESTGATE,TER,"1252 W WESTGATE TER, CHICAGO IL 60607",41.8739966,-87.6588572,"1252 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1252 W WESTGATE TERRACE,1252,1252,W,WESTGATE TERRACE,, 60607
1242 W WESTGATE TER,60607,467677,1242 W WESTGATE TER,FALSE,1242,1242,W,WESTGATE,TER,"1242 W WESTGATE TER, CHICAGO IL 60607",41.8738161,-87.6585687,"1242 W WESTGATE TERRACE, CHICAGO, IL, 60607",Bing,FALSE,1242 W WESTGATE TERRACE,1242,1242,W,WESTGATE TERRACE,, 60607
